Year,Id_Country,Id_Experience,Id_Ocupation,Id_Salary,Id_Age,Id_Gender,AngularJS,C,CPlusPlus,CSharp,CSS,HTML5,Java,JavaScript,jQuery,Nodejs,ObjectiveC,Perl,PHP,Python,Ruby,SQL,SQL_Server,TypeScript
2017,Sweden,8 to 9 years,NA,NA,,Male,,,C++,C#,,,,JavaScript,,,,,PHP,,,SQL,,
2017,United Kingdom,20 or more years,NA,NA,,Male,,,C++,C#,,,,JavaScript,,,,,,Python,,SQL,,TypeScript
2017,Italy,12 to 13 years,Web developer,NA,,Male,,,,,,,,JavaScript,,,,,PHP,Python,,SQL,,
2017,Germany,9 to 10 years,Machine learning specialist; Data scientist; Other,61290.3225806452,,Male,,,,,,,,JavaScript,,,,,,Python,,SQL,,
2017,United Kingdom,1 to 2 years,Web developer,31250,,Male,,,,,,,,JavaScript,,,,,,,,SQL,,TypeScript
2017,Netherlands,12 to 13 years,NA,NA,,Male,,,,,,,,JavaScript,,,,,PHP,,,,,
2017,United States,4 to 5 years,Web developer; Mobile developer; Desktop applications developer,NA,,Female,,,,,,,,JavaScript,,,,,PHP,,,,,
2017,United Kingdom,14 to 15 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,5e4,,Male,,,,C#,,,,JavaScript,,,,,,,,SQL,,
2017,United States,20 or more years,Web developer; Mobile developer; Desktop applications developer,NA,,Male,,,C++,C#,,,,JavaScript,,,,,,Python,,SQL,,
2017,Denmark,12 to 13 years,Embedded applications/devices developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,72649.5726495727,,Male,,C,C++,,,,,,,,,,,Python,,,,
2017,United States,2 to 3 years,NA,NA,,Male,,,,,,,,,,,,,,,,,,
2017,United States,4 to 5 years,NA,NA,,Male,,,,,,,,,,,,,,,Ruby,,,
2017,Germany,20 or more years,Web developer; Desktop applications developer,NA,,Male,,,,C#,,,,JavaScript,,,,,,,,SQL,,TypeScript
2017,India,10 to 11 years,Web developer; Database administrator,NA,,Male,,,,,,,,JavaScript,,,,,PHP,Python,,SQL,,
2017,Israel,17 to 18 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,107816.711590297,,Male,,,,,,,,JavaScript,,,,,,Python,,,,
2017,Germany,20 or more years,Web developer; Embedded applications/devices developer; Desktop applications developer; Systems administrator,NA,,Male,,C,C++,C#,,,,JavaScript,,,,,PHP,Python,Ruby,,,
2017,United States,4 to 5 years,NA,NA,,Male,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2017,Romania,7 to 8 years,Web developer; Embedded applications/devices developer; Machine learning specialist; Data scientist,34408.6021505376,,Male,,,,C#,,,,JavaScript,,,,,,,,SQL,,
2017,Canada,19 to 20 years,Web developer; Desktop applications developer,41666.6666666667,,Male,,,,C#,,,,JavaScript,,,,,,Python,,SQL,,
2017,Sweden,1 to 2 years,NA,NA,,Male,,C,C++,,,,,JavaScript,,,,,,Python,,SQL,,
2017,China,2 to 3 years,NA,NA,,Male,,,,,,,,,,,,,,Python,,,,
2017,United States,20 or more years,Web developer,95e3,,Male,,,,,,,,JavaScript,,,,,,,,SQL,,
2017,Slovenia,2 to 3 years,NA,NA,,Male,,,,,,,,JavaScript,,,,,,Python,,,,
2017,United States,17 to 18 years,NA,NA,,NA,,,,,,,,,,,,,,,,,,
2017,Mexico,7 to 8 years,Web developer,NA,,Male,,,,,,,,JavaScript,,,,,PHP,,,,,
2017,Switzerland,20 or more years,Web developer; Desktop applications developer,NA,,Male,,,,,,,,JavaScript,,,,,,,,SQL,,
2017,Czech Republic,7 to 8 years,Web developer; Database administrator; Systems administrator,NA,,Male,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2017,United States,5 to 6 years,NA,NA,,Male,,C,,,,,,,,,,,,,,,,
2017,Australia,20 or more years,Web developer; DevOps specialist,68181.8181818182,,Male,,,,,,,,JavaScript,,,,,,,,SQL,,
2017,United States,5 to 6 years,Web developer; Data scientist; Systems administrator,NA,,NA,,,C++,,,,,JavaScript,,,,,PHP,Python,,,,
2017,Australia,1 to 2 years,NA,NA,,Male,,C,,,,,,JavaScript,,,,,,Python,,SQL,,
2017,Netherlands,8 to 9 years,Mobile developer,NA,,Male,,,,C#,,,,JavaScript,,,Objective-C,,,Python,,SQL,,
2017,Uruguay,9 to 10 years,Web developer,NA,,Male,,,,,,,,,,,,,,Python,,,,
2017,Netherlands,2 to 3 years,NA,NA,,NA,,,,C#,,,,JavaScript,,,,,PHP,Python,Ruby,,,
2017,United Kingdom,11 to 12 years,Web developer,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,
2017,Germany,8 to 9 years,Web developer; Mobile developer; Graphic designer; Quality assurance engineer,45161.2903225806,,Male,,,C++,,,,,JavaScript,,,,,,Python,,,,
2017,India,1 to 2 years,NA,NA,,Male,,C,C++,,,,,JavaScript,,,,,PHP,Python,,,,
2017,Ukraine,2 to 3 years,NA,NA,,Male,,,,,,,,,,,,,,,,,,
2017,China,5 to 6 years,Web developer,NA,,NA,,,,,,,,JavaScript,,,,,,,,,,
2017,Finland,5 to 6 years,NA,NA,,Male,,,C++,,,,,,,,,,,Python,,,,
2017,Belgium,20 or more years,Other,NA,,Male,,,,,,,,,,,,,,,,,,
2017,Slovenia,11 to 12 years,Web developer,1451.61290322581,,Male,,,,,,,,JavaScript,,,,,PHP,Python,,SQL,,
2017,United States,1 to 2 years,NA,NA,,Male,,,,,,,,JavaScript,,,,,PHP,Python,,SQL,,
2017,United Kingdom,14 to 15 years,Web developer,43750,,Male,,,,,,,,JavaScript,,,,,,,,SQL,,
2017,United States,6 to 7 years,NA,NA,,Male,,,C++,,,,,,,,,,,Python,,,,
2017,United States,1 to 2 years,NA,NA,,Male,,C,,,,,,,,,Objective-C,,,Python,,,,
2017,France,15 to 16 years,NA,NA,,Male,,,,C#,,,,JavaScript,,,,,,,,SQL,,
2017,Germany,1 to 2 years,NA,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,
2017,United States,20 or more years,Mobile developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer,15e4,,Male,,,C++,,,,,,,,,,,Python,,,,
2017,India,1 to 2 years,NA,NA,,Male,,C,C++,,,,,,,,,,,,,,,
2017,Australia,19 to 20 years,Web developer,NA,,Male,,,,,,,,JavaScript,,,,,,,Ruby,,,TypeScript
2017,Paraguay,4 to 5 years,Web developer; Mobile developer; Database administrator,NA,,Male,,,C++,,,,,,,,,,PHP,,Ruby,SQL,,
2017,United States,15 to 16 years,Web developer,113e3,,Male,,,,C#,,,,,,,,,,,,SQL,,
2017,Turkey,1 to 2 years,NA,NA,,Female,,,,,,,,,,,,,,,,SQL,,
2017,Philippines,1 to 2 years,NA,NA,,Male,,,,,,,,JavaScript,,,,,,,,SQL,,
2017,Germany,20 or more years,Web developer; Database administrator; Systems administrator,NA,,Male,,,,,,,,,,,,,,,,SQL,,
2017,Germany,20 or more years,Embedded applications/devices developer; Desktop applications developer; Other,NA,,Male,,C,C++,,,,,,,,,,,Python,,,,
2017,United States,20 or more years,NA,NA,,Male,,,,,,,,,,,,,,,,,,
2017,United Kingdom,13 to 14 years,Embedded applications/devices developer,78e3,,Male,,,C++,,,,,,,,,,,Python,,,,
2017,Norway,3 to 4 years,NA,NA,,NA,,,,,,,,,,,,,,,,,,
2017,Taiwan,2 to 3 years,NA,NA,,Male,,C,C++,,,,,JavaScript,,,,,,,,,,
2017,Canada,20 or more years,Web developer; Developer with a statistics or mathematics background,NA,,Male,,,,,,,,JavaScript,,,,,,Python,,SQL,,
2017,Israel,20 or more years,Web developer,NA,,Male,,,C++,,,,,,,,,,,,,,,
2017,Chile,13 to 14 years,Web developer; Graphics programming; Database administrator; Systems administrator,NA,,Male,,,,,,,,,,,,,PHP,,,SQL,,
2017,Bulgaria,4 to 5 years,Web developer,NA,,Male,,,,C#,,,,JavaScript,,,,,PHP,,,SQL,,TypeScript
2017,Bulgaria,2 to 3 years,NA,NA,,Male,,,,C#,,,,JavaScript,,,,,,,,,,
2017,Germany,3 to 4 years,NA,NA,,Male,,,,,,,,,,,,,PHP,Python,,SQL,,
2017,United Kingdom,20 or more years,Embedded applications/devices developer; Systems administrator; Other,52500,,Male,,C,,C#,,,,JavaScript,,,,Perl,,,,SQL,,
2017,Belarus,20 or more years,Web developer; Developer with a statistics or mathematics background; DevOps specialist,NA,,Male,,,,,,,,JavaScript,,,,Perl,,Python,Ruby,SQL,,
2017,I prefer not to say,2 to 3 years,NA,NA,,Male,,,C++,,,,,JavaScript,,,,,,Python,,SQL,,
