Year,Id_Country,Id_Experience,Id_Ocupation,Id_Salary,Id_Age,Id_Gender,AngularJS,C,CPlusPlus,CSharp,CSS,HTML5,Java,JavaScript,jQuery,Nodejs,ObjectiveC,Perl,PHP,Python,Ruby,SQL,SQL_Server,TypeScript
2017,United States,5 to 6 years,Web developer,NA,,Male,,C,C++,C#,,,,JavaScript,,,,,,Python,,SQL,,
2017,India,7 to 8 years,DevOps specialist,NA,,Male,,,,,,,,,,,,,,,Ruby,SQL,,
2017,United States,16 to 17 years,Machine learning specialist; Other,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,
2017,Germany,19 to 20 years,Embedded applications/devices developer,NA,,Male,,C,C++,,,,,,,,,,,,,,,
2017,United States,4 to 5 years,Web developer; DevOps specialist; Other,75e3,,Other,,,C++,,,,,JavaScript,,,,,PHP,Python,,SQL,,
2017,United States,20 or more years,NA,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,
2017,Czech Republic,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Quality assurance engineer,NA,,Male; Other,,,C++,,,,,,,,,,,,,,,
2017,Romania,14 to 15 years,Mobile developer,NA,,Male,,,,,,,,JavaScript,,,,,,,Ruby,SQL,,
2017,United States,20 or more years,Web developer; Mobile developer,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,
2017,United Kingdom,7 to 8 years,Web developer,NA,,Male,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2017,United Kingdom,20 or more years,Web developer; Desktop applications developer,46875,,Female,,C,C++,C#,,,,,,,Objective-C,Perl,PHP,,,SQL,,
2017,United Kingdom,2 to 3 years,Web developer,NA,,NA,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2017,United States,15 to 16 years,Web developer,141e3,,Male,,,,C#,,,,,,,,,,,,SQL,,
2017,China,20 or more years,Embedded applications/devices developer,NA,,Male,,C,,,,,,,,,,,,,,,,
2017,United States,15 to 16 years,Mobile developer,NA,,Male,,,,,,,,,,,Objective-C,,,,,,,
2017,Sweden,15 to 16 years,Web developer,NA,,Male,,,,,,,,,,,,,,,,,,
2017,United Kingdom,8 to 9 years,Embedded applications/devices developer,4e4,,Male,,,,,,,,JavaScript,,,,,,Python,,,,
2017,New Zealand,20 or more years,NA,NA,,Male,,,,,,,,,,,Objective-C,,,,,,,
2017,United States,14 to 15 years,Web developer; Mobile developer,NA,,Male,,,C++,,,,,JavaScript,,,,,,Python,,SQL,,
2017,United States,9 to 10 years,Systems administrator; DevOps specialist,NA,,Male,,,,C#,,,,JavaScript,,,,,,Python,,,,
2017,India,5 to 6 years,Web developer; Embedded applications/devices developer; Graphic designer; Desktop applications developer,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,TypeScript
2017,United States,6 to 7 years,Web developer; Mobile developer; Desktop applications developer,NA,,Male,,,,,,,,JavaScript,,,,,,Python,,,,
2017,Norway,6 to 7 years,NA,NA,,Male,,,,,,,,,,,,,,Python,,,,
2017,Brazil,12 to 13 years,Web developer; Developer with a statistics or mathematics background,NA,,Male,,,,,,,,JavaScript,,,,,,,,,,
2017,United States,2 to 3 years,Web developer,NA,,Female,,C,,,,,,JavaScript,,,,,,Python,Ruby,,,
2017,Guatemala,18 to 19 years,Web developer; Desktop applications developer; Database administrator; Systems administrator,NA,,Male,,C,C++,C#,,,,JavaScript,,,,,,,Ruby,,,
2017,Canada,4 to 5 years,Web developer,NA,,Male,,,,C#,,,,JavaScript,,,,,PHP,,,SQL,,
2017,Serbia,8 to 9 years,Web developer,35483.8709677419,,Male; Other,,,,,,,,JavaScript,,,,,,,,SQL,,
2017,United States,20 or more years,Web developer; Data scientist; Other,NA,,Male,,C,,,,,,JavaScript,,,,,,Python,,SQL,,
2017,France,20 or more years,Web developer; DevOps specialist,NA,,Male,,,,,,,,JavaScript,,,,,PHP,,,SQL,,
2017,United States,20 or more years,Desktop applications developer,NA,,Male,,,,C#,,,,,,,,,,,,SQL,,
2017,United States,8 to 9 years,Web developer,NA,,Male,,,,,,,,JavaScript,,,,,,Python,,SQL,,
2017,Canada,7 to 8 years,Embedded applications/devices developer; Other,50757.5757575758,,Male,,C,C++,,,,,,,,,,,Python,,,,
2017,Canada,16 to 17 years,Web developer; Developer with a statistics or mathematics background,NA,,Male,,,,,,,,JavaScript,,,,,,,Ruby,SQL,,
2017,United States,12 to 13 years,NA,NA,,Male,,,,,,,,,,,,,,Python,,SQL,,
2017,United States,20 or more years,DevOps specialist,14e4,,Male,,,,,,,,,,,,,,Python,,,,
2017,United States,3 to 4 years,Desktop applications developer,NA,,Female,,C,,C#,,,,JavaScript,,,,,,,,SQL,,
2017,Armenia,5 to 6 years,Web developer,33e3,,Male,,,,,,,,,,,,,,,,,,
2017,Vietnam,6 to 7 years,Web developer; Mobile developer; Desktop applications developer,NA,,Male,,,,C#,,,,JavaScript,,,,,,,,SQL,,TypeScript
2017,Spain,20 or more years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,NA,,Male,,,C++,C#,,,,,,,,,,,,SQL,,
