Year,Id_Country,Id_Experience,Id_Ocupation,Id_Salary,Id_Age,Id_Gender,AngularJS,C,CPlusPlus,CSharp,CSS,HTML5,Java,JavaScript,jQuery,Nodejs,ObjectiveC,Perl,PHP,Python,Ruby,SQL,SQL_Server,TypeScript
2014,United States,,,,,,,,,,,,,,,,,,,,,,,
2014,United States,,,,,,,,,,,,,,,,,,,,,,,
2014,Armenia,,,,,,,,,,,,,,,,,,,,,,,
2014,India,,,,,,,,,,,,,,,,,,,,,,,
2014,Argentina,,,,,,,,,,,,,,,,,,,,,,,
2014,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
2014,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
2014,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
2014,India,,,,,,,,,,,,,,,,,,,,,,,
2014,Argentina,,,,,,,,,,,,,,,,,,,,,,,
2014,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,
2014,Mexico,,,,,,,,,,,,,,,,,,,,,,,
2014,Canada,,,,,,,,,,,,,,,,,,,,,,,
2014,Canada,,,,,,,,,,,,,,,,,,,,,,,
2014,United States,,,,,,,,,,,,,,,,,,,,,,,
2014,Thailand,,,,,,,,,,,,,,,,,,,,,,,
2014,Algeria,,,,,,,,,,,,,,,,,,,,,,,
2014,Norway,,,,,,,,,,,,,,,,,,,,,,,
2014,Ukraine,,,,,,,,,,,,,,,,,,,,,,,
2014,China,,,,,,,,,,,,,,,,,,,,,,,
2014,Italy,,,,,,,,,,,,,,,,,,,,,,,
2014,Canada,,,,,,,,,,,,,,,,,,,,,,,
2014,United States,,,,,,,,,,,,,,,,,,,,,,,
2014,India,,,,,,,,,,,,,,,,,,,,,,,
2014,India,,,,,,,,,,,,,,,,,,,,,,,
2014,Egypt,,,,,,,,,,,,,,,,,,,,,,,
2014,Myanmar [Burma],,,,,,,,,,,,,,,,,,,,,,,
2014,Ecuador,,,,,,,,,,,,,,,,,,,,,,,
2014,Sweden,,,,,,,,,,,,,,,,,,,,,,,
2014,Germany,,,,,,,,,,,,,,,,,,,,,,,
2014,Algeria,,,,,,,,,,,,,,,,,,,,,,,
2014,Macedonia [FYROM],,,,,,,,,,,,,,,,,,,,,,,
2014,Thailand,,,,,,,,,,,,,,,,,,,,,,,
2014,India,,,,,,,,,,,,,,,,,,,,,,,
2014,Pakistan,,,,,,,,,,,,,,,,,,,,,,,
2014,Bolivia,,,,,,,,,,,,,,,,,,,,,,,
2014,Ukraine,,,,,,,,,,,,,,,,,,,,,,,
2014,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
2014,Belgium,,,,,,,,,,,,,,,,,,,,,,,
2014,Netherlands,,,,,,,,,,,,,,,,,,,,,,,
2014,India,,,,,,,,,,,,,,,,,,,,,,,
2014,Philippines,,,,,,,,,,,,,,,,,,,,,,,
2014,Bolivia,,,,,,,,,,,,,,,,,,,,,,,
2014,Switzerland,,,,,,,,,,,,,,,,,,,,,,,
2014,Germany,,,,,,,,,,,,,,,,,,,,,,,
2014,Croatia,,,,,,,,,,,,,,,,,,,,,,,
